Simplified,Traditional,Pinyin,Level
水面,水面,shuǐmiàn,7-9
水手,水手,shuǐshǒu,7-9
水温,水溫,shuǐwēn,7-9
水域,水域,shuǐyù,7-9
水源,水源,shuǐyuán,7-9
水涨船高,水漲船高,shuǐzhǎng-chuángāo,7-9
水准,水準,shuǐzhǔn,7-9
税收,稅收,shuìshōu,7-9
税务,稅務,shuìwù,7-9
睡袋,睡袋,shuìdài,7-9
顺便,順便,shùnbiàn,7-9
顺差,順差,shùnchā,7-9
顺畅,順暢,shùnchàng,7-9
顺从,順從,shùncóng,7-9
顺理成章,順理成章,shùnlǐ-chéngzhāng,7-9
顺路,順路,shùnlù,7-9
顺其自然,順其自然,shùnqízìrán,7-9
顺势,順勢,shùnshì,7-9
顺手,順手,shùnshǒu,7-9
顺心,順心,shùnxīn,7-9
顺应,順應,shùnyìng,7-9
顺着,順著,shùnzhe,7-9
瞬间,瞬間,shùnjiān,7-9
说白了,說白了,shuōbáile,7-9
说不上,說不上,shuōbushàng,7-9
说到底,說到底,shuōdàodǐ,7-9
说道,說道,shuōdao,7-9
说干就干,說幹就幹,shuō gàn jiù gàn,7-9
说谎,說謊,shuōhuǎng,7-9
说老实话,說老實話,shuō lǎoshi huà,7-9
说起来,說起來,shuō qǐlái,7-9
说情,說情,shuōqíng,7-9
说闲话,說閒話,shuō xiánhuà,7-9
说真的,說真的,shuō zhēnde,7-9
硕果,碩果,shuòguǒ,7-9
司法,司法,sīfǎ,7-9
司空见惯,司空見慣,sīkōng-jiànguàn,7-9
司令,司令,sīlìng,7-9
丝,絲,sī,7-9
丝绸,絲綢,sīchóu,7-9
丝毫,絲毫,sīháo,7-9
私房钱,私房錢,sīfángqián,7-9
私家车,私家車,sījiāchē,7-9
私立,私立,sīlì,7-9
私事,私事,sīshì,7-9
私下,私下,sīxià,7-9
私营,私營,sīyíng,7-9
私有,私有,sīyǒu,7-9
私自,私自,sīzì,7-9
思路,思路,sīlù,7-9
思念,思念,sīniàn,7-9
思前想后,思前想後,sīqián-xiǎnghòu,7-9
思索,思索,sīsuǒ,7-9
撕,撕,sī,7-9
死心,死心,sǐxīn,7-9
死心塌地,死心塌地,sǐxīn-tādì,7-9
四合院,四合院,sìhéyuàn,7-9
四季,四季,sìjì,7-9
四面八方,四面八方,sìmiàn-bāfāng,7-9
寺庙,寺廟,sìmiào,7-9
似曾相识,似曾相識,sìcéng-xiāngshí,7-9
似是而非,似是而非,sìshì-érfēi,7-9
伺机,伺機,sìjī,7-9
饲料,飼料,sìliào,7-9
饲养,飼養,sìyǎng,7-9
松绑,鬆綁,sōngbǎng,7-9
松弛,鬆弛,sōngchí,7-9
耸立,聳立,sǒnglì,7-9
送别,送別,sòngbié,7-9
搜查,搜查,sōuchá,7-9
搜集,搜集,sōují,7-9
搜救,搜救,sōujiù,7-9
搜寻,搜尋,sōuxún,7-9
艘,艘,sōu,7-9
苏醒,甦醒,sūxǐng,7-9
酥,酥,sū,7-9
俗,俗,sú,7-9
俗话,俗話,súhuà,7-9
俗话说,俗話說,súhuà shuō,7-9
俗语,俗語,súyǔ,7-9
诉苦,訴苦,sùkǔ,7-9
诉说,訴說,sùshuō,7-9
诉讼,訴訟,sùsòng,7-9
素,素,sù,7-9
素不相识,素不相識,sùbùxiāngshí,7-9
素材,素材,sùcái,7-9
素描,素描,sùmiáo,7-9
素食,素食,sùshí,7-9
素养,素養,sùyǎng,7-9
塑造,塑造,sùzào,7-9
蒜,蒜,suàn,7-9
算计,算計,suànjì,7-9
算盘,算盤,suànpán,7-9
算账,算賬,suànzhàng,7-9
虽说,雖說,suīshuō,7-9
随处可见,隨處可見,suíchù kě jiàn,7-9
随大溜,隨大溜,suí dàliù,7-9
随机,隨機,suíjī,7-9
随即,隨即,suíjí,7-9
随身,隨身,suíshēn,7-9
随时随地,隨時隨地,suíshí-suídì,7-9
随心所欲,隨心所欲,suíxīnsuǒyù,7-9
遂心,遂心,suìxīn,7-9
隧道,隧道,suìdào,7-9
损,損,sǔn,7-9
损坏,損壞,sǔnhuài,7-9
损人利己,損人利己,sǔnrén-lìjǐ,7-9
损伤,損傷,sǔnshāng,7-9
缩,縮,suō,7-9
缩水,縮水,suōshuǐ,7-9
缩影,縮影,suōyǐng,7-9
所属,所屬,suǒshǔ,7-9
所谓,所謂,suǒwèi,7-9
所作所为,所作所為,suǒzuò-suǒwéi,7-9
索赔,索賠,suǒpéi,7-9
索取,索取,suǒqǔ,7-9
索性,索性,suǒxìng,7-9
锁定,鎖定,suǒdìng,7-9
他人,他人,tārén,7-9
塌,塌,tā,7-9
踏上,踏上,tàshang,7-9
胎,胎,tāi,7-9
胎儿,胎兒,tāi'ér,7-9
台球,台球,táiqiú,7-9
太极,太極,tàijí,7-9
太极拳,太極拳,tàijíquán,7-9
太平,太平,tàipíng,7-9
泰斗,泰斗,tàidǒu,7-9
贪,貪,tān,7-9
贪婪,貪婪,tānlán,7-9
贪玩儿,貪玩兒,tānwánr,7-9
贪污,貪污,tānwū,7-9
摊,攤,tān,7-9
瘫,癱,tān,7-9
瘫痪,癱瘓,tānhuàn,7-9
坛,壇,tán,7-9
谈不上,談不上,tán bu shàng,7-9
谈到,談到,tándào,7-9
谈论,談論,tánlùn,7-9
谈起,談起,tánqǐ,7-9
弹性,彈性,tánxìng,7-9
痰,痰,tán,7-9
坦白,坦白,tǎnbái,7-9
坦诚,坦誠,tǎnchéng,7-9
坦克,坦克,tǎnkè,7-9
坦然,坦然,tǎnrán,7-9
坦率,坦率,tǎnshuài,7-9
毯子,毯子,tǎnzi,7-9
炭,炭,tàn,7-9
探,探,tàn,7-9
探测,探測,tàncè,7-9
探亲,探親,tànqīn,7-9
探求,探求,tànqiú,7-9
探望,探望,tànwàng,7-9
探险,探險,tànxiǎn,7-9
碳,碳,tàn,7-9
汤圆,湯圓,tāngyuán,7-9
堂,堂,táng,7-9
糖果,糖果,tángguǒ,7-9
糖尿病,糖尿病,tángniàobìng,7-9
倘若,倘若,tǎngruò,7-9
淌,淌,tǎng,7-9
烫,燙,tàng,7-9
掏钱,掏錢,tāo qián,7-9
滔滔不绝,滔滔不絕,tāotāo-bùjué,7-9
逃避,逃避,táobì,7-9
逃生,逃生,táoshēng,7-9
逃亡,逃亡,táowáng,7-9
陶瓷,陶瓷,táocí,7-9
陶冶,陶冶,táoyě,7-9
陶醉,陶醉,táozuì,7-9
淘,淘,táo,7-9
淘气,淘氣,táoqì,7-9
淘汰,淘汰,táotài,7-9
讨,討,tǎo,7-9
讨好,討好,tǎohǎo,7-9
讨价还价,討價還價,tǎojià-huánjià,7-9
讨人喜欢,討人喜歡,tǎo rén xǐhuan,7-9
特产,特產,tèchǎn,7-9
特长,特長,tècháng,7-9
特例,特例,tèlì,7-9
特权,特權,tèquán,7-9
特邀,特邀,tèyāo,7-9
特制,特製,tèzhì,7-9
特质,特質,tèzhì,7-9
腾,騰,téng,7-9
藤椅,藤椅,téngyǐ,7-9
剔除,剔除,tīchú,7-9
梯子,梯子,tīzi,7-9
提拔,提拔,tíbá,7-9
提炼,提煉,tíliàn,7-9
提名,提名,tímíng,7-9
提速,提速,tísù,7-9
提心吊胆,提心吊膽,tíxīn-diàodǎn,7-9
提议,提議,tíyì,7-9
提早,提早,tízǎo,7-9
体谅,體諒,tǐliàng,7-9
体面,體面,tǐmiàn,7-9
体能,體能,tǐnéng,7-9
体贴,體貼,tǐtiē,7-9
体温,體溫,tǐwēn,7-9
体系,體系,tǐxì,7-9
体制,體制,tǐzhì,7-9
体质,體質,tǐzhì,7-9
剃,剃,tì,7-9
替换,替換,tìhuàn,7-9
替身,替身,tìshēn,7-9
天长地久,天長地久,tiāncháng-dìjiǔ,7-9
天地,天地,tiāndì,7-9
天鹅,天鵝,tiān'é,7-9
天分,天分,tiānfèn,7-9
天赋,天賦,tiānfù,7-9
天经地义,天經地義,tiānjīng-dìyì,7-9
天平,天平,tiānpíng,7-9
天桥,天橋,tiānqiáo,7-9
天生,天生,tiānshēng,7-9
天使,天使,tiānshǐ,7-9
天线,天線,tiānxiàn,7-9
天性,天性,tiānxìng,7-9
天主教,天主教,Tiānzhǔjiào,7-9
添加,添加,tiānjiā,7-9
甜美,甜美,tiánměi,7-9
甜蜜,甜蜜,tiánmì,7-9
甜头,甜頭,tiántou,7-9
填补,填補,tiánbǔ,7-9
填充,填充,tiánchōng,7-9
填写,填寫,tiánxiě,7-9
舔,舔,tiǎn,7-9
挑剔,挑剔,tiāoti,7-9
条款,條款,tiáokuǎn,7-9
条例,條例,tiáolì,7-9
条约,條約,tiáoyuē,7-9
调侃,調侃,tiáokǎn,7-9
调控,調控,tiáokòng,7-9
调料,調料,tiáoliào,7-9
调试,調試,tiáoshì,7-9
挑起,挑起,tiǎoqǐ,7-9
挑衅,挑釁,tiǎoxìn,7-9
跳槽,跳槽,tiàocáo,7-9
跳动,跳動,tiàodòng,7-9
跳伞,跳傘,tiàosǎn,7-9
跳跃,跳躍,tiàoyuè,7-9
贴近,貼近,tiējìn,7-9
贴切,貼切,tiēqiè,7-9
帖子,帖子,tiězi,7-9
听从,聽從,tīngcóng,7-9
听话,聽話,tīnghuà,7-9
停泊,停泊,tíngbó,7-9
停车位,停車位,tíngchēwèi,7-9
停电,停電,tíngdiàn,7-9
停顿,停頓,tíngdùn,7-9
停放,停放,tíngfàng,7-9
停业,停業,tíngyè,7-9
通畅,通暢,tōngchàng,7-9
通车,通車,tōngchē,7-9
通风,通風,tōngfēng,7-9
通告,通告,tōnggào,7-9
通缉,通緝,tōngjī,7-9
通顺,通順,tōngshùn,7-9
通俗,通俗,tōngsú,7-9
通通,通通,tōngtōng,7-9
通往,通往,tōngwǎng,7-9
通宵,通宵,tōngxiāo,7-9
通行证,通行證,tōngxíngzhèng,7-9
同伴,同伴,tóngbàn,7-9
同步,同步,tóngbù,7-9
同等,同等,tóngděng,7-9
同感,同感,tónggǎn,7-9
同伙,同伙,tónghuǒ,7-9
同类,同類,tónglèi,7-9
同盟,同盟,tóngméng,7-9
同年,同年,tóngnián,7-9
同人,同人,tóngrén,7-9
同志,同志,tóngzhì,7-9
同舟共济,同舟共濟,tóngzhōu-gòngjì,7-9
铜,銅,tóng,7-9
统筹,統籌,tǒngchóu,7-9
统统,統統,tǒngtǒng,7-9
统治,統治,tǒngzhì,7-9
捅,捅,tǒng,7-9
桶,桶,tǒng,7-9
筒,筒,tǒng,7-9
痛,痛,tòng,7-9
痛心,痛心,tòngxīn,7-9
偷看,偷看,tōukàn,7-9
偷窥,偷窺,tōukuī,7-9
偷懒,偷懶,tōulǎn,7-9
头部,頭部,tóubù,7-9
头顶,頭頂,tóudǐng,7-9
头号,頭號,tóuhào,7-9
头条,頭條,tóutiáo,7-9
头头是道,頭頭是道,tóutóu-shìdào,7-9
头衔,頭銜,tóuxián,7-9
头晕,頭暈,tóuyūn,7-9
投奔,投奔,tóubèn,7-9
投稿,投稿,tóugǎo,7-9
投机,投機,tóujī,7-9
投射,投射,tóushè,7-9
投身,投身,tóushēn,7-9
投降,投降,tóuxiáng,7-9
透彻,透徹,tòuchè,7-9
透过,透過,tòuguò,7-9
透气,透氣,tòuqì,7-9
透支,透支,tòuzhī,7-9
凸,凸,tū,7-9
凸显,凸顯,tūxiǎn,7-9
秃,禿,tū,7-9
突发,突發,tūfā,7-9
突击,突擊,tūjī,7-9
突破口,突破口,tūpòkǒu,7-9
突如其来,突如其來,tūrú-qílái,7-9
图表,圖表,túbiǎo,7-9
图像,圖像,túxiàng,7-9
图形,圖形,túxíng,7-9
图纸,圖紙,túzhǐ,7-9
徒步,徒步,túbù,7-9
涂,塗,tú,7-9
屠杀,屠殺,túshā,7-9
土匪,土匪,tǔfěi,7-9
土壤,土壤,tǔrǎng,7-9
土生土长,土生土長,tǔshēng-tǔzhǎng,7-9
团伙,團伙,tuánhuǒ,7-9
团聚,團聚,tuánjù,7-9
团员,團員,tuányuán,7-9
团圆,團圓,tuányuán,7-9
推测,推測,tuīcè,7-9
推辞,推辭,tuīcí,7-9
推断,推斷,tuīduàn,7-9
推翻,推翻,tuīfān,7-9
推荐,推薦,tuījiàn,7-9
推理,推理,tuīlǐ,7-9
推敲,推敲,tuīqiāo,7-9
推算,推算,tuīsuàn,7-9
推卸,推卸,tuīxiè,7-9
推选,推選,tuīxuǎn,7-9
推移,推移,tuīyí,7-9
颓废,頹廢,tuífèi,7-9
退回,退回,tuìhuí,7-9
退却,退卻,tuìquè,7-9
退让,退讓,tuìràng,7-9
退缩,退縮,tuìsuō,7-9
退休金,退休金,tuìxiūjīn,7-9
退学,退學,tuìxué,7-9
退役,退役,tuìyì,7-9
屯,屯,tún,7-9
托付,托付,tuōfù,7-9
拖累,拖累,tuōlěi,7-9
拖欠,拖欠,tuōqiàn,7-9
拖延,拖延,tuōyán,7-9
脱节,脫節,tuōjié,7-9
脱口而出,脫口而出,tuōkǒu'érchū,7-9
脱落,脫落,tuōluò,7-9
脱身,脫身,tuōshēn,7-9
脱颖而出,脫穎而出,tuōyǐng'érchū,7-9
驮,馱,tuó,7-9
妥,妥,tuǒ,7-9
妥当,妥當,tuǒdàng,7-9
妥善,妥善,tuǒshàn,7-9
妥协,妥協,tuǒxié,7-9
拓宽,拓寬,tuòkuān,7-9
拓展,拓展,tuòzhǎn,7-9
唾液,唾液,tuòyè,7-9
挖掘,挖掘,wājué,7-9
挖苦,挖苦,wāku,7-9
瓦,瓦,wǎ,7-9
歪,歪,wāi,7-9
歪曲,歪曲,wāiqū,7-9
外表,外表,wàibiǎo,7-9
外公,外公,wàigōng,7-9
外行,外行,wàiháng,7-9
外号,外號,wàihào,7-9
外籍,外籍,wàijí,7-9
外贸,外貿,wàimào,7-9
外貌,外貌,wàimào,7-9
外婆,外婆,wàipó,7-9
外企,外企,wàiqǐ,7-9
外星人,外星人,wàixīngrén,7-9
外形,外形,wàixíng,7-9
外援,外援,wàiyuán,7-9
丸,丸,wán,7-9
完备,完備,wánbèi,7-9
完毕,完畢,wánbì,7-9
完蛋,完蛋,wándàn,7-9
完好,完好,wánhǎo,7-9
玩耍,玩耍,wánshuǎ,7-9
玩意儿,玩意兒,wányìr,7-9
顽固,頑固,wángù,7-9
挽,挽,wǎn,7-9
挽回,挽回,wǎnhuí,7-9
挽救,挽救,wǎnjiù,7-9
晚间,晚間,wǎnjiān,7-9
晚年,晚年,wǎnnián,7-9
晚期,晚期,wǎnqī,7-9
惋惜,惋惜,wǎnxī,7-9
万分,萬分,wànfēn,7-9
万古长青,萬古長青,wàngǔ-chángqīng,7-9
万能,萬能,wànnéng,7-9
万万,萬萬,wànwàn,7-9
万无一失,萬無一失,wànwú-yīshī,7-9
汪洋,汪洋,wāngyáng,7-9
亡羊补牢,亡羊補牢,wángyáng-bǔláo,7-9
王国,王國,wángguó,7-9
王牌,王牌,wángpái,7-9
网点,網點,wǎngdiǎn,7-9
网民,網民,wǎngmín,7-9
往常,往常,wǎngcháng,7-9
往返,往返,wǎngfǎn,7-9
往日,往日,wǎngrì,7-9
往事,往事,wǎngshì,7-9
妄想,妄想,wàngxiǎng,7-9
忘不了,忘不了,wàng bu liǎo,7-9
忘掉,忘掉,wàngdiào,7-9
旺,旺,wàng,7-9
旺季,旺季,wàngjì,7-9
旺盛,旺盛,wàngshèng,7-9
望,望,wàng,7-9
望远镜,望遠鏡,wàngyuǎnjìng,7-9
危及,危及,wēijí,7-9
危急,危急,wēijí,7-9
威风,威風,wēifēng,7-9
威力,威力,wēilì,7-9
威慑,威懾,wēishè,7-9
威信,威信,wēixìn,7-9
微不足道,微不足道,wēibùzúdào,7-9
微观,微觀,wēiguān,7-9
微妙,微妙,wēimiào,7-9
微弱,微弱,wēiruò,7-9
微型,微型,wēixíng,7-9
为人,為人,wéirén,7-9
违背,違背,wéibèi,7-9
违约,違約,wéiyuē,7-9
违章,違章,wéizhāng,7-9
围墙,圍牆,wéiqiáng,7-9
唯,唯,wéi,7-9
唯独,唯獨,wéidú,7-9
伪造,偽造,wěizào,7-9
伪装,偽裝,wěizhuāng,7-9
尾气,尾氣,wěiqì,7-9
尾声,尾聲,wěishēng,7-9
纬度,緯度,wěidù,7-9
委屈,委屈,wěiqu,7-9
委婉,委婉,wěiwǎn,7-9
委员,委員,wěiyuán,7-9
委员会,委員會,wěiyuánhuì,7-9
萎缩,萎縮,wěisuō,7-9
卫视,衛視,wèishì,7-9
未,未,wèi,7-9
未成年人,未成年人,wèichéngniánrén,7-9
未经,未經,wèijīng,7-9
未免,未免,wèimiǎn,7-9
未知数,未知數,wèizhīshù,7-9
位子,位子,wèizi,7-9
味精,味精,wèijīng,7-9
畏惧,畏懼,wèijù,7-9
畏缩,畏縮,wèisuō,7-9
胃口,胃口,wèikǒu,7-9
喂养,餵養,wèiyǎng,7-9
慰劳,慰勞,wèiláo,7-9
温度计,溫度計,wēndùjì,7-9
温泉,溫泉,wēnquán,7-9
温柔,溫柔,wēnróu,7-9
温室,溫室,wēnshì,7-9
温习,溫習,wēnxí,7-9
温馨,溫馨,wēnxīn,7-9
瘟疫,瘟疫,wēnyì,7-9
文,文,wén,7-9
文具,文具,wénjù,7-9
文科,文科,wénkē,7-9
文盲,文盲,wénmáng,7-9
文凭,文憑,wénpíng,7-9
文人,文人,wénrén,7-9
文物,文物,wénwù,7-9
文献,文獻,wénxiàn,7-9
文雅,文雅,wényǎ,7-9
闻名,聞名,wénmíng,7-9
蚊帐,蚊帳,wénzhàng,7-9
蚊子,蚊子,wénzi,7-9
吻,吻,wěn,7-9
吻合,吻合,wěnhé,7-9
紊乱,紊亂,wěnluàn,7-9
稳固,穩固,wěngù,7-9
稳健,穩健,wěnjiàn,7-9
稳妥,穩妥,wěntuǒ,7-9
稳重,穩重,wěnzhòng,7-9
问卷,問卷,wènjuàn,7-9
问世,問世,wènshì,7-9
窝,窩,wō,7-9
卧,臥,wò,7-9
污秽,污穢,wūhuì,7-9
巫婆,巫婆,wūpó,7-9
呜咽,嗚咽,wūyè,7-9
屋顶,屋頂,wūdǐng,7-9
无比,無比,wúbǐ,7-9
无不,無不,wúbù,7-9
无偿,無償,wúcháng,7-9
无敌,無敵,wúdí,7-9
无恶不作,無惡不作,wú'è-bùzuò,7-9
无非,無非,wúfēi,7-9
无辜,無辜,wúgū,7-9
无故,無故,wúgù,7-9
无关紧要,無關緊要,wúguān-jǐnyào,7-9
无话可说,無話可說,wúhuà-kěshuō,7-9
无济于事,無濟於事,wújìyúshì,7-9
无家可归,無家可歸,wújiā-kěguī,7-9
无精打采,無精打采,wújīng-dǎcǎi,7-9
无可奉告,無可奉告,wúkěfènggào,7-9
无可厚非,無可厚非,wúkěhòufēi,7-9
无可奈何,無可奈何,wúkěnàihé,7-9
无理,無理,wúlǐ,7-9
无力,無力,wúlì,7-9
无论如何,無論如何,wúlùn-rúhé,7-9
无能,無能,wúnéng,7-9
无能为力,無能為力,wúnéngwéilì,7-9
无情,無情,wúqíng,7-9
无情无义,無情無義,wúqíng-wúyì,7-9
无穷,無窮,wúqióng,7-9
无私,無私,wúsī,7-9
无所事事,無所事事,wúsuǒshìshì,7-9
无所作为,無所作為,wúsuǒzuòwéi,7-9
无条件,無條件,wútiáojiàn,7-9
无微不至,無微不至,wúwēi-bùzhì,7-9
无线,無線,wúxiàn,7-9
无线电,無線電,wúxiàndiàn,7-9
无形,無形,wúxíng,7-9
无形中,無形中,wúxíngzhōng,7-9
无须,無須,wúxū,7-9
无意,無意,wúyì,7-9
无忧无虑,無憂無慮,wúyōu-wúlǜ,7-9
无缘,無緣,wúyuán,7-9
无知,無知,wúzhī,7-9
无足轻重,無足輕重,wúzú-qīngzhòng,7-9
五花八门,五花八門,wǔhuā-bāmén,7-9
五星级,五星級,wǔxīngjí,7-9
武力,武力,wǔlì,7-9
武装,武裝,wǔzhuāng,7-9
侮辱,侮辱,wǔrǔ,7-9
捂,捂,wǔ,7-9
舞厅,舞廳,wǔtīng,7-9
勿,勿,wù,7-9
务必,務必,wùbì,7-9
务实,務實,wùshí,7-9
物流,物流,wùliú,7-9
物体,物體,wùtǐ,7-9
物证,物證,wùzhèng,7-9
物资,物資,wùzī,7-9
误差,誤差,wùchā,7-9
误导,誤導,wùdǎo,7-9
误区,誤區,wùqū,7-9
雾,霧,wù,7-9
吸纳,吸納,xīnà,7-9
吸取,吸取,xīqǔ,7-9
昔日,昔日,xīrì,7-9
息息相关,息息相關,xīxī-xiāngguān,7-9
稀,稀,xī,7-9
稀罕,稀罕,xīhan,7-9
稀奇,稀奇,xīqí,7-9
稀少,稀少,xīshǎo,7-9
锡,錫,xī,7-9
熙熙攘攘,熙熙攘攘,xīxī-rǎngrǎng,7-9
熄火,熄火,xīhuǒ,7-9
膝盖,膝蓋,xīgài,7-9
嬉笑,嬉笑,xīxiào,7-9
习俗,習俗,xísú,7-9
席,席,xí,7-9
席位,席位,xíwèi,7-9
袭击,襲擊,xíjī,7-9
媳妇,媳婦,xífu,7-9
洗涤剂,洗滌劑,xǐdíjì,7-9
洗礼,洗禮,xǐlǐ,7-9
喜出望外,喜出望外,xǐchūwàngwài,7-9
喜好,喜好,xǐhào,7-9
喜酒,喜酒,xǐjiǔ,7-9
喜怒哀乐,喜怒哀樂,xǐ-nù-āi-lè,7-9
喜庆,喜慶,xǐqìng,7-9
喜事,喜事,xǐshì,7-9
喜糖,喜糖,xǐtáng,7-9
喜洋洋,喜洋洋,xǐyángyáng,7-9
喜悦,喜悅,xǐyuè,7-9
细腻,細膩,xìnì,7-9
细微,細微,xìwēi,7-9
细心,細心,xìxīn,7-9
虾,蝦,xiā,7-9
瞎,瞎,xiā,7-9
侠义,俠義,xiáyì,7-9
峡谷,峽谷,xiágǔ,7-9
狭隘,狹隘,xiá'ài,7-9
狭小,狹小,xiáxiǎo,7-9
狭窄,狹窄,xiázhǎi,7-9
下场,下場,xiàchǎng,7-9
下跌,下跌,xiàdiē,7-9
下岗,下崗,xiàgǎng,7-9
下功夫,下功夫,xià gōngfu,7-9
下海,下海,xiàhǎi,7-9
下级,下級,xiàjí,7-9
下决心,下決心,xià juéxīn,7-9
下令,下令,xiàlìng,7-9
下落,下落,xiàluò,7-9
下期,下期,xià qī,7-9
下棋,下棋,xiàqí,7-9
下山,下山,xiàshān,7-9
下手,下手,xiàshǒu,7-9
下属,下屬,xiàshǔ,7-9
下台,下臺,xiàtái,7-9
下调,下調,xiàtiáo,7-9
下乡,下鄉,xiàxiāng,7-9
下旬,下旬,xiàxún,7-9
下一代,下一代,xià yī dài,7-9
下意识,下意識,xiàyìshí,7-9
下游,下游,xiàyóu,7-9
下坠,下墜,xiàzhuì,7-9
吓唬,嚇唬,xiàhu,7-9
吓人,嚇人,xiàrén,7-9
夏令营,夏令營,xiàlìngyíng,7-9
仙鹤,仙鶴,xiānhè,7-9
仙女,仙女,xiānnǚ,7-9
先例,先例,xiānlì,7-9
先天,先天,xiāntiān,7-9
纤维,纖維,xiānwéi,7-9
掀,掀,xiān,7-9
掀起,掀起,xiānqǐ,7-9
鲜活,鮮活,xiānhuó,7-9
鲜美,鮮美,xiānměi,7-9
鲜血,鮮血,xiānxuè,7-9
弦,弦,xián,7-9
衔接,銜接,xiánjiē,7-9
嫌弃,嫌棄,xiánqì,7-9
嫌疑,嫌疑,xiányí,7-9
显而易见,顯而易見,xiǎn'éryìjiàn,7-9
显赫,顯赫,xiǎnhè,7-9
显示器,顯示器,xiǎnshìqì,7-9
显现,顯現,xiǎnxiàn,7-9
显眼,顯眼,xiǎnyǎn,7-9
现成,現成,xiànchéng,7-9
现任,現任,xiànrèn,7-9
现行,現行,xiànxíng,7-9
限,限,xiàn,7-9
限定,限定,xiàndìng,7-9
限度,限度,xiàndù,7-9
限于,限於,xiànyú,7-9
线条,線條,xiàntiáo,7-9
宪法,憲法,xiànfǎ,7-9
陷,陷,xiàn,7-9
陷阱,陷阱,xiànjǐng,7-9
馅儿,餡兒,xiànr,7-9
羡慕,羨慕,xiànmù,7-9
献血,獻血,xiànxiě,7-9
腺,腺,xiàn,7-9
乡亲,鄉親,xiāngqīn,7-9
乡下,鄉下,xiāngxia,7-9
相伴,相伴,xiāngbàn,7-9
相比之下,相比之下,xiāngbǐ zhī xià,7-9
相差,相差,xiāngchà,7-9
相传,相傳,xiāngchuán,7-9
相当于,相當於,xiāngdāngyú,7-9
相对,相對,xiāngduì,7-9
相对而言,相對而言,xiāngduì-éryán,7-9
相辅相成,相輔相成,xiāngfǔ-xiāngchéng,7-9
相继,相繼,xiāngjì,7-9
相连,相連,xiānglián,7-9
相识,相識,xiāngshí,7-9
相提并论,相提並論,xiāngtí-bìnglùn,7-9
相通,相通,xiāngtōng,7-9
相依为命,相依為命,xiāngyī-wéimìng,7-9
相遇,相遇,xiāngyù,7-9
相约,相約,xiāngyuē,7-9
香料,香料,xiāngliào,7-9
香水,香水,xiāngshuǐ,7-9
香味,香味,xiāngwèi,7-9
香烟,香煙,xiāngyān,7-9
香油,香油,xiāngyóu,7-9
镶,鑲,xiāng,7-9
镶嵌,鑲嵌,xiāngqiàn,7-9
详尽,詳盡,xiángjìn,7-9
祥和,祥和,xiánghé,7-9
享,享,xiǎng,7-9
享有,享有,xiǎngyǒu,7-9
响亮,響亮,xiǎngliàng,7-9
响起,響起,xiǎngqǐ,7-9
响应,響應,xiǎngyìng,7-9
想方设法,想方設法,xiǎngfāng-shèfǎ,7-9
向来,向來,xiànglái,7-9
向往,嚮往,xiàngwǎng,7-9
向着,向著,xiàngzhe,7-9
项链,項鏈,xiàngliàn,7-9
像,像,xiàng,7-9
像样,像樣,xiàngyàng,7-9
橡胶,橡膠,xiàngjiāo,7-9
橡皮,橡皮,xiàngpí,7-9
削,削,xiāo,7-9
消,消,xiāo,7-9
消沉,消沉,xiāochén,7-9
消遣,消遣,xiāoqiǎn,7-9
萧条,蕭條,xiāotiáo,7-9
销,銷,xiāo,7-9
销毁,銷毀,xiāohuǐ,7-9
销量,銷量,xiāoliàng,7-9
潇洒,瀟灑,xiāosǎ,7-9
小丑,小丑,xiǎochǒu,7-9
小贩,小販,xiǎofàn,7-9
小看,小看,xiǎokàn,7-9
小康,小康,xiǎokāng,7-9
小路,小路,xiǎolù,7-9
小品,小品,xiǎopǐn,7-9
小气,小氣,xiǎoqi,7-9
小区,小區,xiǎoqū,7-9
小曲,小曲,xiǎoqǔ,7-9
小人,小人,xiǎorén,7-9
小提琴,小提琴,xiǎotíqín,7-9
小溪,小溪,xiǎoxī,7-9
小心翼翼,小心翼翼,xiǎoxīn-yìyì,7-9
小卒,小卒,xiǎozú,7-9
孝敬,孝敬,xiàojìng,7-9
孝顺,孝順,xiàoshùn,7-9
肖像,肖像,xiàoxiàng,7-9
效仿,效仿,xiàofǎng,7-9
效力,效力,xiàolì,7-9
效益,效益,xiàoyì,7-9
效应,效應,xiàoyìng,7-9
协定,協定,xiédìng,7-9
协同,協同,xiétóng,7-9
协作,協作,xiézuò,7-9
邪,邪,xié,7-9
邪恶,邪惡,xié'è,7-9
挟持,挾持,xiéchí,7-9
携带,攜帶,xiédài,7-9
携手,攜手,xiéshǒu,7-9
写照,寫照,xiězhào,7-9
泄,洩,xiè,7-9
泄漏,洩漏,xièlòu,7-9
泄露,泄露,xièlòu,7-9
泄密,洩密,xièmì,7-9
泄气,洩氣,xièqì,7-9
泻,瀉,xiè,7-9
卸,卸,xiè,7-9
心爱,心愛,xīn'ài,7-9
心安理得,心安理得,xīn'ān-lǐdé,7-9
心病,心病,xīnbìng,7-9
心肠,心腸,xīncháng,7-9
心得,心得,xīndé,7-9
心慌,心慌,xīnhuāng,7-9
心急如焚,心急如焚,xīnjí-rúfén,7-9
心里话,心裡話,xīnlǐhuà,7-9
心灵手巧,心靈手巧,xīnlíng-shǒuqiǎo,7-9
心目,心目,xīnmù,7-9
